Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000114784,EIF1B,89,-0.9898,132,-0.3186,131,-0.3334,90,-0.9116,208,0.96714
ENSG00000223797,ENTPD3-AS1,33,1.39625,5,-1.6136,1,-3.1905,23,0.57952,13,-0.5033
ENSG00000188846,RPL14,551,-0.9003,1079,0.21601,375,-1.4117,1310,0.53241,1083,0.48600
ENSG00000172888,ZNF621,50,2.31875,20,0.23438,9,-0.9324,19,0.15067,7,-2.0951
ENSG00000168036,CTNNB1,171,0.51560,69,-0.9634,161,0.35837,142,0.16004,117,-0.2861
ENSG00000182606,TRAK1,34,-0.2696,47,0.28762,35,-0.1790,48,0.30790,39,-0.0069
ENSG00000187094,CCK,100,-4.0017,722,-0.9481,862,-0.6778,546,-1.3682,2053,2.13918
ENSG00000114812,VIPR1,1,-3.0917,16,0.29486,10,-0.3745,3,-1.8755,19,1.45735
ENSG00000093183,SEC22C,65,0.80800,40,-0.0654,50,0.28279,50,0.29103,32,-0.7571
ENSG00000008324,SS18L2,21,-1.0064,19,-1.0903,31,-0.3815,28,-0.5064,52,1.08874
ENSG00000114857,NKTR,469,2.75179,122,-0.2322,158,0.17072,76,-0.9722,45,-2.5263
ENSG00000114853,ZBTB47,101,1.14056,69,0.33690,42,-0.4190,77,0.52150,37,-1.0686
ENSG00000010282,HHATL,88,1.74530,23,-0.7426,20,-0.9269,31,-0.2677,26,-0.9083
ENSG00000181061,HIGD1A,108,-1.4059,128,-1.0635,235,-0.1331,286,0.18091,324,0.90198
ENSG00000144647,POMGNT2,10,-1.9395,8,-2.1418,12,-1.5437,36,0.16709,48,1.63952
ENSG00000163788,SNRK,16,-0.9896,29,0.02150,49,0.85037,27,-0.0904,30,0.13526
ENSG00000160746,ANO10,37,0.42511,23,-0.3746,34,0.25412,34,0.23253,26,-0.3386
ENSG00000011198,ABHD5,60,2.49842,4,-2.1656,34,0.91079,19,-0.0072,6,-2.5224
ENSG00000179152,TCAIM,24,0.94140,13,-0.1893,20,0.50811,1,-3.1750,13,-0.3507
ENSG00000185219,ZNF445,18,0.67520,15,0.29856,27,1.25389,8,-0.7034,8,-0.9806
ENSG00000186448,ZNF197,33,1.54105,20,0.42947,21,0.56169,11,-0.4822,8,-1.5326
ENSG00000163807,KIAA1143,78,0.82881,77,0.70811,63,0.38447,33,-0.6248,36,-0.8468
ENSG00000169964,TMEM42,21,-0.2938,25,0.02959,9,-1.4650,31,0.37871,27,0.34550
ENSG00000163812,ZDHHC3,22,-0.3510,14,-0.9436,32,0.27051,7,-1.8692,33,0.74509
ENSG00000075914,EXOSC7,9,-1.4642,12,-0.9266,19,-0.2691,15,-0.6562,31,1.23998
ENSG00000249992,TMEM158,9,-2.3959,21,-0.9880,53,0.41182,54,0.44583,51,0.78612
ENSG00000211456,SACM1L,32,-0.2216,24,-0.6225,68,1.00889,13,-1.6049,39,0.20017
ENSG00000163818,LZTFL1,8,-1.7486,8,-1.5398,31,0.43112,9,-1.3535,32,1.30853
ENSG00000163827,LRRC2,3,-2.8861,39,0.76785,74,1.89577,2,-3.2665,24,-0.0094
ENSG00000160801,PTH1R,20,0.33814,31,1.02410,16,-0.0637,10,-0.7621,14,-0.4439
ENSG00000160799,CCDC12,49,-0.2661,69,0.31488,41,-0.5213,54,-0.0680,61,0.20968
ENSG00000181555,SETD2,211,2.07823,96,0.31857,127,0.76775,38,-1.1170,31,-2.1276
ENSG00000088727,KIF9,8,-1.8101,18,-0.5154,12,-1.1017,26,-0.0040,35,1.24466
ENSG00000114648,KLHL18,17,-0.6875,28,0.15567,32,0.34384,16,-0.7134,29,0.37270
ENSG00000076201,PTPN23,31,-0.0560,27,-0.2788,25,-0.3999,29,-0.1371,35,0.28557
ENSG00000114650,SCAP,38,-0.2688,24,-0.9739,50,0.19219,46,0.04493,49,0.32063
ENSG00000163832,ELP6,20,-0.9103,18,-0.9606,26,-0.4394,32,-0.0739,43,0.89104
ENSG00000114646,CSPG5,50,-0.8240,62,-0.4249,104,0.39357,136,0.84116,82,0.03294
ENSG00000173473,SMARCC1,282,2.68778,144,0.82569,66,-0.4197,60,-0.5761,20,-3.0280
ENSG00000132153,DHX30,66,-0.7759,59,-0.8797,107,0.01927,77,-0.4939,131,0.79316
ENSG00000047849,MAP4,726,1.19932,239,-0.7639,305,-0.3887,332,-0.2566,328,-0.5041
ENSG00000164050,PLXNB1,161,1.86370,38,-0.8218,39,-0.7981,107,0.81112,35,-1.5152
ENSG00000232112,TMA7,345,-1.0558,539,-0.2950,221,-1.6487,805,0.34298,816,0.85507
ENSG00000164054,SHISA5,36,-0.9167,48,-0.4201,70,0.18756,59,-0.0831,73,0.54611
ENSG00000010256,UQCRC1,103,-1.2745,149,-0.6267,160,-0.5191,162,-0.4994,297,1.12650
ENSG00000213672,NCKIPSD,28,-0.7140,26,-0.7586,33,-0.4265,16,-1.4774,57,1.10645
ENSG00000068745,IP6K2,42,-0.3576,15,-1.8691,56,0.10754,28,-0.9225,65,0.81240
ENSG00000114302,PRKAR2A,106,1.30801,45,-0.2808,122,1.36544,48,-0.1713,28,-1.6071
ENSG00000177479,ARIH2,68,0.74182,38,-0.2871,61,0.48058,22,-1.1200,41,-0.3387
ENSG00000178467,P4HTM,29,-2.0173,39,-1.4353,77,-0.4318,72,-0.5172,144,1.54604
ENSG00000178252,WDR6,74,0.60107,25,-1.1643,46,-0.2294,49,-0.1314,53,-0.0145
ENSG00000178149,DALRD3,3,-2.4660,14,-0.3599,2,-2.7515,12,-0.6119,27,1.85721
ENSG00000178057,NDUFAF3,80,-0.8648,76,-0.8772,53,-1.4139,109,-0.3233,179,1.16781
ENSG00000178035,IMPDH2,65,0.50480,22,-1.2456,22,-1.2420,58,0.26904,51,0.15361
ENSG00000198218,QRICH1,20,-0.0485,2,-3.1244,23,0.12312,16,-0.4497,25,0.60071
ENSG00000172053,QARS,41,0.53235,14,-1.1845,26,-0.2202,49,0.75372,27,-0.3132
ENSG00000172046,USP19,11,-0.7728,6,-1.6664,9,-0.9847,17,-0.0973,23,1.10515
ENSG00000172037,LAMB2,14,-0.5396,17,-0.2354,10,-1.0061,101,3.03604,10,-1.5474
ENSG00000185909,KLHDC8B,8,-1.3463,7,-1.4673,11,-0.6978,11,-0.7540,26,1.48577
ENSG00000114316,USP4,37,-0.0684,61,0.74257,61,0.74474,12,-1.6735,36,-0.2175
ENSG00000067560,RHOA,265,0.53654,87,-1.2580,142,-0.5103,352,0.95027,177,-0.3290
ENSG00000145022,TCTA,20,-0.7142,49,0.76630,10,-1.6069,30,-0.0147,34,0.40353
ENSG00000145029,NICN1,9,-1.8707,35,0.32654,47,0.80131,32,0.15394,31,0.21900
ENSG00000173402,DAG1,32,0.22705,26,-0.0996,45,0.73825,40,0.56210,22,-0.6307
ENSG00000164061,BSN,17,-2.6002,112,0.36711,172,1.08307,43,-1.1238,103,0.51541
ENSG00000164062,APEH,12,-2.0816,18,-1.3999,41,-0.1366,49,0.12683,61,1.18501
ENSG00000164068,RNF123,9,-1.0525,12,-0.4627,19,0.17595,15,-0.1621,20,0.64300
ENSG00000176095,IP6K1,32,-0.5743,36,-0.3541,98,1.27922,30,-0.6258,45,-0.0234
ENSG00000164076,CAMKV,37,-2.6274,169,-0.2343,269,0.50556,110,-0.8960,256,1.04015
ENSG00000164077,MON1A,8,-1.4240,15,-0.3580,24,0.34690,12,-0.6897,24,0.82398
ENSG00000004534,RBM6,142,1.34001,65,-0.1506,80,0.18269,87,0.31133,45,-1.1878
ENSG00000003756,RBM5,149,1.40083,35,-1.1298,89,0.31787,56,-0.4171,54,-0.8120
ENSG00000114353,GNAI2,279,0.79063,189,0.05544,184,0.01772,281,0.70015,132,-0.8690
ENSG00000012171,SEMA3B,220,3.57021,6,-3.3043,18,-1.6502,65,0.28058,12,-3.0631
ENSG00000243477,NAA80,5,-1.7988,7,-1.2753,24,0.57808,17,0.06199,21,0.79716
ENSG00000114383,TUSC2,32,-1.6519,84,-0.1048,95,0.09701,66,-0.4676,112,0.85650
ENSG00000114388,NPRL2,20,-0.2814,12,-1.0167,17,-0.5267,20,-0.2796,29,0.67665
ENSG00000126062,TMEM115,14,-0.6427,10,-1.0639,24,0.25805,28,0.46361,23,0.33249
ENSG00000088543,C3orf18,18,-0.2477,14,-0.5617,19,-0.1234,13,-0.6411,24,0.53309
ENSG00000088538,DOCK3,47,-0.5037,38,-0.7807,136,1.28309,30,-1.1473,66,0.14699
ENSG00000145050,MANF,19,-0.6463,19,-0.5771,17,-0.7699,31,0.18222,34,0.66544
ENSG00000259956,RBM15B,10,-1.2783,14,-0.7039,36,0.73135,20,-0.2490,27,0.55599
ENSG00000164080,RAD54L2,31,1.27271,20,0.30007,30,1.00178,8,-1.0610,10,-1.2948
ENSG00000164081,TEX264,17,-1.1136,20,-0.8347,31,-0.1844,30,-0.2146,44,0.91538
ENSG00000090097,PCBP4,138,2.36182,8,-2.5059,18,-1.4685,41,-0.2081,29,-1.2525
ENSG00000248487,ABHD14A,38,-1.2795,19,-2.1596,49,-0.8112,78,-0.0830,114,1.35337
ENSG00000162244,RPL29,643,-0.4229,746,-0.1547,345,-1.3337,1377,0.84339,882,0.23286
ENSG00000164086,DUSP7,20,0.40543,7,-1.2037,16,0.07322,15,-0.0997,16,0.02908
ENSG00000023330,ALAS1,15,-1.4076,13,-1.4763,18,-1.0232,41,0.23253,48,1.21606
ENSG00000247596,TWF2,18,-1.8631,22,-1.4238,69,0.31701,47,-0.2935,75,1.10160
ENSG00000164091,WDR82,116,-0.1701,147,0.21398,332,1.61548,74,-0.8519,104,-0.5870
ENSG00000163930,BAP1,33,-1.8061,130,0.40529,128,0.37792,113,0.17132,113,0.36466
ENSG00000010322,NISCH,54,-1.5998,143,-0.0337,195,0.47276,117,-0.3383,173,0.61446
ENSG00000168273,SMIM4,12,-1.6896,18,-0.9452,4,-3.1907,57,0.84722,45,1.12018
ENSG00000163939,PBRM1,104,1.56503,46,-0.0372,77,0.78930,61,0.41335,21,-1.8508
ENSG00000163938,GNL3,49,0.01425,41,-0.2466,46,-0.0863,33,-0.5741,52,0.26178
ENSG00000016864,GLT8D1,18,-0.4398,10,-1.3397,19,-0.3737,37,0.70997,27,0.37620
ENSG00000114902,SPCS1,104,-0.8532,80,-1.1755,89,-1.0130,197,0.20622,221,0.94174
ENSG00000272573,MUSTN1,51,1.01628,9,-1.7961,9,-1.6841,132,2.73989,12,-1.9961
ENSG00000163932,PRKCD,1,-3.7376,11,-0.7255,23,0.42099,6,-1.6391,25,1.54119
ENSG00000163931,TKT,97,-0.5277,117,-0.1844,112,-0.2612,143,0.12758,148,0.38267
ENSG00000272886,DCP1A,36,1.03458,29,0.52714,41,1.10778,2,-2.9904,14,-1.0216
ENSG00000157388,CACNA1D,27,0.93701,17,0.09324,44,1.64217,6,-1.4295,10,-1.2752
ENSG00000016391,CHDH,28,0.85413,38,1.30425,5,-1.7365,30,0.87385,10,-1.2758
ENSG00000113811,SELENOK,75,-0.7832,101,-0.2580,55,-1.1870,210,0.92849,132,0.36113
ENSG00000157445,CACNA2D3,9,-1.7602,13,-1.0729,25,-0.1025,15,-0.8263,37,1.35656
ENSG00000187672,ERC2,114,-0.2879,314,1.41992,348,1.61062,74,-0.9272,87,-1.1496
ENSG00000180376,CCDC66,105,2.41136,38,0.12611,46,0.45382,18,-0.9821,12,-2.3436
ENSG00000163946,TASOR,89,1.88514,42,0.25242,40,0.18588,19,-0.9420,19,-1.5468
ENSG00000163947,ARHGEF3,11,-1.8910,18,-1.0656,54,0.66140,15,-1.2555,47,1.10752
ENSG00000157500,APPL1,118,0.69379,160,1.12694,138,0.87559,34,-1.3324,54,-1.0736
ENSG00000174840,PDE12,16,-0.0160,18,0.11138,30,1.01128,11,-0.5985,15,-0.3055
ENSG00000168374,ARF4,33,-0.7096,34,-0.6127,54,0.10668,36,-0.5231,61,0.67286
ENSG00000163681,SLMAP,99,0.72591,94,0.55113,103,0.70172,40,-0.7753,50,-0.7979
ENSG00000136068,FLNB,54,2.45523,2,-2.8231,7,-1.3646,27,0.68990,8,-1.7683
ENSG00000163686,ABHD6,43,0.62817,8,-2.0240,21,-0.5207,21,-0.5557,33,0.27094
ENSG00000163684,RPP14,11,-0.4979,16,0.06987,35,1.40100,9,-0.7738,14,-0.2348
ENSG00000168297,PXK,429,3.67880,16,-2.7575,54,-1.0332,40,-1.4538,31,-2.6166
ENSG00000168291,PDHB,44,-0.6329,28,-1.2281,43,-0.5932,62,-0.0374,80,0.84282
ENSG00000168301,KCTD6,17,-0.0697,3,-2.5586,22,0.31193,10,-0.8789,22,0.60834
ENSG00000168309,FAM107A,619,-0.0170,972,0.72009,407,-0.6666,1410,1.36829,474,-0.7640
ENSG00000189283,FHIT,18,0.38704,3,-2.3621,4,-1.9881,39,1.61934,13,-0.2853
ENSG00000144724,PTPRG,12,-0.7743,42,1.22119,33,0.82045,20,-0.0322,17,-0.5130
ENSG00000114405,C3orf14,33,-2.0139,96,-0.2760,55,-1.1214,62,-0.9597,164,1.55219
ENSG00000153266,FEZF2,16,-1.1245,14,-1.2530,29,-0.1750,39,0.26019,41,0.81727
ENSG00000163618,CADPS,42,-1.8275,74,-0.8535,250,1.09308,57,-1.2648,160,0.77738
ENSG00000163630,SYNPR,14,-2.9938,69,-0.5260,134,0.51712,62,-0.6880,129,1.13037
ENSG00000163634,THOC7,66,-1.1916,130,-0.0652,98,-0.5040,104,-0.4122,171,0.88006
ENSG00000163636,PSMD6,21,-1.5342,25,-1.1550,35,-0.6304,49,-0.1228,72,1.25332
ENSG00000163637,PRICKLE2,7,-2.6962,15,-1.4684,79,1.10577,41,0.02614,49,0.70970
ENSG00000151276,MAGI1,92,0.71717,74,0.27553,107,0.89026,21,-1.6128,50,-0.6319
ENSG00000144741,SLC25A26,16,-0.7510,11,-1.1884,27,0.12861,14,-0.9262,32,0.91013
ENSG00000144749,LRIG1,34,-0.0608,26,-0.4276,11,-1.6770,127,2.28904,25,-0.8687
ENSG00000183662,TAFA1,4,-2.4947,11,-0.8917,31,0.72196,8,-1.4147,27,1.19532
ENSG00000144747,TMF1,164,1.86978,68,0.04564,121,0.98880,26,-1.4025,31,-1.8004
ENSG00000144744,UBA3,29,-0.0387,11,-1.5582,31,0.02121,30,-0.0023,34,0.36047
ENSG00000144746,ARL6IP5,247,0.28106,114,-0.9541,269,0.38867,90,-1.3041,226,0.22412
ENSG00000114541,FRMD4B,242,5.23597,5,-3.3493,6,-2.9588,13,-1.9589,5,-4.2538
ENSG00000114861,FOXP1,152,1.18231,82,0.00103,178,1.27910,44,-0.9486,50,-1.2897
ENSG00000163412,EIF4E3,19,-1.6262,50,-0.0588,49,-0.0943,40,-0.4120,66,0.88931
ENSG00000170837,GPR27,9,-1.7187,34,0.31628,35,0.38601,14,-1.0791,34,0.72786
ENSG00000163602,RYBP,113,1.56485,31,-0.7976,91,0.93502,12,-2.1608,34,-1.0521
ENSG00000163605,PPP4R2,129,1.73405,42,-0.4066,100,0.98318,27,-1.0978,30,-1.5190
ENSG00000113805,CNTN3,5,-1.8180,15,-0.2561,20,0.22138,2,-2.7826,24,1.28152
ENSG00000185008,ROBO2,25,-1.4561,50,-0.3023,136,1.34628,45,-0.4696,64,0.20263
ENSG00000169855,ROBO1,34,0.54213,29,0.23051,26,0.03260,17,-0.5574,23,-0.2970
ENSG00000175161,CADM2,152,-0.7216,262,0.18350,590,1.57170,109,-1.1655,217,-0.2200
ENSG00000083937,CHMP2B,94,0.72180,62,-0.0310,54,-0.2613,41,-0.6721,59,-0.2249
ENSG00000163320,CGGBP1,51,0.05042,28,-0.8774,66,0.44483,31,-0.7331,54,0.23078
ENSG00000178700,DHFR2,31,1.86867,2,-2.4995,19,0.62776,7,-0.8009,8,-1.1782
ENSG00000269028,MTRNR2L12,6746,0.38511,20061,2.32917,5609,0.04494,3334,-0.7646,2914,-1.5442
ENSG00000113966,ARL6,4,-1.9553,22,0.58276,19,0.28889,4,-1.8093,19,0.81734
ENSG00000080200,CRYBG3,60,3.10295,6,-1.5439,10,-0.6778,16,-0.0545,5,-2.6138
ENSG00000170854,RIOX2,12,-0.4778,9,-0.7948,25,0.69079,15,-0.1579,17,0.24213
ENSG00000080822,CLDND1,981,3.52376,24,-3.4816,72,-1.8655,151,-0.7643,86,-2.3545
ENSG00000080819,CPOX,42,2.15654,0,-7.6162,22,0.61331,5,-1.7168,9,-1.2225
ENSG00000184220,CMSS1,55,-1.2435,172,0.63012,146,0.35975,77,-0.6394,129,0.35885
ENSG00000036054,TBC1D23,19,0.27397,6,-1.4058,19,0.21581,29,0.89891,15,-0.3171
ENSG00000114021,NIT2,14,-1.3840,5,-2.7568,11,-1.7067,25,-0.4703,50,1.82809
ENSG00000154174,TOMM70,47,-0.7645,78,0.09607,98,0.45612,44,-0.7921,83,0.39763
ENSG00000206535,LNP1,10,-0.7928,19,0.29391,11,-0.5420,15,-0.1429,19,0.50354
ENSG00000114354,TFG,34,-0.4499,18,-1.3586,35,-0.3781,36,-0.3210,55,0.80450
ENSG00000138468,SENP7,69,2.16897,32,0.39075,29,0.23239,7,-1.8546,11,-1.8309
ENSG00000174173,TRMT10C,37,-0.2107,38,-0.1702,47,0.16464,14,-1.6593,48,0.47898
ENSG00000081154,PCNP,130,0.02515,100,-0.3869,97,-0.4363,109,-0.2566,141,0.31278
ENSG00000066422,ZBTB11,38,0.67160,12,-1.1300,47,0.92629,11,-1.3064,24,-0.2842
ENSG00000114391,RPL24,814,-0.5584,1031,-0.1440,536,-1.1482,1558,0.51991,1279,0.42687
ENSG00000182504,CEP97,86,2.42282,22,-0.3909,46,0.75678,10,-1.5164,11,-2.1997
ENSG00000144815,NXPE3,188,2.70569,26,-1.2171,64,0.16314,10,-2.6152,26,-1.8463
ENSG00000170017,ALCAM,459,2.29275,93,-0.8356,161,0.00796,72,-1.2286,86,-1.5312
ENSG00000242759,LINC00882,47,0.57741,45,0.44368,43,0.35128,31,-0.1447,27,-0.6392
ENSG00000243701,DUBR,50,2.33011,6,-1.4843,6,-1.5508,21,0.33274,9,-1.5345
ENSG00000114439,BBX,446,2.95638,103,-0.3371,138,0.11829,40,-1.7756,39,-2.5779
ENSG00000196776,CD47,98,0.31316,16,-2.4265,138,0.83829,54,-0.6571,84,0.05023
ENSG00000114446,IFT57,23,-1.4902,64,0.18320,57,-0.0150,33,-0.8593,72,0.84067
ENSG00000198919,DZIP3,122,-0.1048,216,0.83659,281,1.29813,76,-0.8190,101,-0.6920
ENSG00000177707,NECTIN3,14,-1.0593,23,-0.2498,64,1.42876,10,-1.5577,29,0.20916
ENSG00000144827,ABHD10,32,-0.3628,20,-0.9975,45,0.23261,27,-0.5536,46,0.54223
ENSG00000144834,TAGLN3,86,-3.0314,215,-1.5608,361,-0.7793,367,-0.7536,908,2.02161
ENSG00000091972,CD200,19,-1.7198,37,-0.6346,108,1.09773,28,-1.0440,66,0.65389
ENSG00000144848,ATG3,87,0.75149,28,-1.1205,20,-1.5957,78,0.47916,56,-0.0931
ENSG00000138459,SLC35A5,35,0.99016,15,-0.5048,14,-0.6047,7,-1.6879,20,-0.0542
ENSG00000091986,CCDC80,65,2.44703,27,0.35229,6,-1.9613,56,1.61355,3,-3.7948
ENSG00000163608,NEPRO,31,0.59956,21,-0.0543,17,-0.4153,7,-1.7674,23,0.09640
ENSG00000206530,CFAP44,42,0.98654,31,0.34894,38,0.67327,14,-0.9108,18,-0.8885
ENSG00000176542,USF3,82,1.52711,51,0.48559,64,0.85459,21,-0.9248,19,-1.5999
ENSG00000121579,NAA50,27,-0.9325,47,-0.0334,46,-0.0700,46,-0.0718,56,0.52245
ENSG00000114573,ATP6V1A,69,-1.8465,140,-0.6856,349,0.77078,93,-1.3040,278,0.94975
ENSG00000184307,ZDHHC23,5,-1.7349,8,-1.0365,35,1.30904,3,-2.4732,19,0.78922
ENSG00000163617,CCDC191,55,1.85621,29,0.41165,35,0.73591,19,-0.1994,8,-2.1411
ENSG00000181722,ZBTB20,410,3.15478,134,0.28923,53,-1.1561,111,-0.0111,19,-3.5392
ENSG00000172020,GAP43,380,-2.3601,2586,0.71558,2620,0.73771,729,-1.2721,1939,0.53447
ENSG00000185565,LSAMP,210,-0.2485,374,0.70701,564,1.42515,212,-0.2060,182,-0.7844
ENSG00000113845,TIMMDC1,35,-0.2828,28,-0.5807,20,-1.1168,36,-0.2101,50,0.68900
ENSG00000138495,COX17,103,-1.1445,136,-0.6402,86,-1.3333,253,0.33085,264,0.94890
ENSG00000082701,GSK3B,27,-0.7074,33,-0.3183,80,1.09081,26,-0.7254,43,0.16325
ENSG00000163428,LRRC58,164,2.51636,49,-0.1307,62,0.25947,38,-0.5196,18,-2.4076
ENSG00000065518,NDUFB4,150,-1.3171,193,-0.8475,80,-2.1606,400,0.28454,451,1.20883
ENSG00000144840,RABL3,18,-0.0610,14,-0.4346,14,-0.3882,18,-0.0045,20,0.28519
ENSG00000145087,STXBP5L,23,-1.3285,40,-0.3974,158,1.93827,27,-1.0006,49,-0.1273
ENSG00000173230,GOLGB1,826,1.57970,573,0.68381,672,0.95347,185,-1.0899,176,-1.8070
ENSG00000173226,IQCB1,15,-0.1731,9,-0.8604,31,1.04167,18,0.16416,15,-0.1956
ENSG00000114023,FAM162A,37,-1.9646,73,-0.8459,87,-0.5735,128,0.02119,171,1.23350
ENSG00000114030,KPNA1,88,0.70162,68,0.19513,105,0.90890,38,-0.7111,46,-0.7514
ENSG00000173175,ADCY5,44,0.16072,52,0.43383,43,0.12714,23,-0.8371,39,-0.0865
ENSG00000206527,HACD2,54,1.22654,12,-1.2734,46,0.77861,19,-0.6102,21,-0.7866
ENSG00000065534,MYLK,226,2.75600,25,-1.4989,42,-0.7528,122,0.95038,18,-2.7919
ENSG00000175455,CCDC14,65,1.76998,26,-0.0451,41,0.66400,34,0.36697,11,-2.0103
ENSG00000160145,KALRN,37,-1.8534,94,-0.3331,155,0.45816,58,-1.0691,150,0.97484
ENSG00000163848,ZNF148,86,0.79921,71,0.37398,123,1.30754,25,-1.2411,38,-1.0468
ENSG00000114520,SNX4,45,0.72385,9,-1.7732,38,0.34668,13,-1.2462,30,0.02546
ENSG00000114544,SLC41A3,15,-2.0769,32,-0.8879,37,-0.6853,59,0.04974,78,1.29400
ENSG00000144908,ALDH1L1,17,-1.4522,64,0.73291,25,-0.7683,113,1.73274,36,-0.3931
ENSG00000159685,CHCHD6,28,-2.1695,64,-0.8216,73,-0.6249,114,0.07416,148,1.27034
ENSG00000114554,PLXNA1,7,-2.1833,23,-0.3709,47,0.76936,14,-1.0799,37,0.89656
ENSG00000163870,TPRA1,13,-0.3704,23,0.51857,4,-1.8636,20,0.29567,18,0.27366
ENSG00000114631,PODXL2,49,-1.5542,52,-1.3625,148,0.24078,117,-0.1328,164,0.97979
ENSG00000114626,ABTB1,17,-1.4263,42,0.04553,55,0.49704,11,-1.9223,50,0.82906
ENSG00000074416,MGLL,85,-0.9195,287,1.11462,208,0.56901,198,0.48408,125,-0.4654
ENSG00000058262,SEC61A1,42,-0.0071,43,0.03423,31,-0.4346,44,0.09513,43,0.08857
ENSG00000175792,RUVBL1,7,-1.4895,2,-3.1884,24,0.45131,29,0.75136,22,0.63923
ENSG00000163902,RPN1,57,-0.2985,49,-0.5113,67,-0.0216,63,-0.1177,75,0.36627
ENSG00000075785,RAB7A,109,-0.5286,118,-0.3677,144,-0.0511,137,-0.1264,170,0.45946
ENSG00000177646,ACAD9,13,-1.0160,31,0.40529,18,-0.4348,22,-0.1437,27,0.51820
ENSG00000240682,ISY1,36,0.57391,28,0.08393,22,-0.2885,19,-0.5390,25,-0.1733
ENSG00000169714,CNBP,188,-0.1447,141,-0.5808,130,-0.7000,241,0.26178,227,0.35158
ENSG00000181789,COPG1,27,-1.0108,13,-1.9967,41,-0.3355,40,-0.3436,68,1.17011
ENSG00000183624,HMCES,14,-1.7070,35,-0.2172,41,0.03469,40,0.00717,49,0.77716
ENSG00000184897,H1FX,93,-0.9087,99,-0.7426,126,-0.3692,129,-0.3344,203,0.90771
ENSG00000129071,MBD4,75,0.88942,60,0.40953,84,0.96766,10,-2.2920,35,-0.8027
ENSG00000163913,IFT122,7,-2.1789,36,0.40216,25,-0.1621,15,-0.9403,36,0.99340
ENSG00000004399,PLXND1,28,0.35057,28,0.31763,23,0.00333,40,0.91234,18,-0.7352
ENSG00000172765,TMCC1,31,0.40444,11,-1.2137,55,1.31876,28,0.17972,19,-0.6696
ENSG00000196455,PIK3R4,8,-1.0066,8,-0.9395,13,-0.2302,16,0.06928,20,0.80691
ENSG00000017260,ATP2C1,76,0.01493,34,-1.2044,94,0.35797,83,0.16630,77,0.08809
ENSG00000114670,NEK11,21,0.40020,27,0.73815,17,-0.0208,27,0.75767,12,-0.8724
ENSG00000198585,NUDT16,80,0.13417,91,0.34101,84,0.21407,46,-0.7347,72,-0.0845
ENSG00000114686,MRPL3,18,-1.3379,9,-2.2029,24,-0.8441,51,0.29532,57,1.21518
ENSG00000196353,CPNE4,3,-2.8179,11,-1.0485,38,0.80874,4,-2.6406,32,1.38802
ENSG00000138246,DNAJC13,44,0.92721,29,0.10264,37,0.49203,11,-1.3495,22,-0.5821
ENSG00000081307,UBA5,23,-1.0786,34,-0.4044,35,-0.3496,34,-0.3915,55,0.89774
ENSG00000113971,NPHP3,61,2.53533,13,-0.5633,16,-0.2832,17,-0.1585,7,-2.1273
ENSG00000091527,CDV3,168,0.54212,176,0.55037,161,0.40461,118,-0.0916,97,-0.6985
ENSG00000163781,TOPBP1,15,-0.7475,28,0.23788,47,1.07795,4,-2.4681,26,0.23566
ENSG00000091513,TF,2121,4.34554,12,-5.3696,71,-2.8421,228,-1.1133,104,-3.1254
ENSG00000144867,SRPRB,27,-0.5022,13,-1.5112,43,0.28700,37,0.01379,42,0.50510
ENSG00000154917,RAB6B,77,-2.3732,228,-0.6349,536,0.73041,173,-1.0526,446,1.02929
ENSG00000114019,AMOTL2,101,3.15622,5,-2.3704,27,-0.0243,10,-1.5318,9,-2.3221
ENSG00000129055,ANAPC13,27,-1.5079,43,-0.7286,55,-0.3556,74,0.10863,89,0.96485
ENSG00000182923,CEP63,71,0.70500,52,0.11255,78,0.76765,48,-0.0075,36,-0.8446
ENSG00000073711,PPP2R3A,40,2.34595,11,-0.3646,13,-0.0753,14,0.08200,5,-2.1308
ENSG00000114054,PCCB,29,0.04151,17,-0.7558,19,-0.6168,28,-0.0101,32,0.36055
ENSG00000118007,STAG1,38,1.79670,13,-0.2241,14,-0.1771,17,0.15226,8,-1.4568
ENSG00000114098,ARMC8,22,-0.6993,26,-0.3674,36,0.10593,30,-0.1610,39,0.49502
ENSG00000158186,MRAS,38,-1.8308,150,0.40114,139,0.27822,130,0.15973,132,0.41828
ENSG00000114107,CEP70,38,0.96699,24,0.11929,15,-0.6317,18,-0.3392,19,-0.4636
ENSG00000158234,FAIM,25,0.64096,28,0.72501,11,-0.7400,9,-0.9884,16,-0.2841
ENSG00000051382,PIK3CB,41,-0.1846,32,-0.5412,66,0.61791,26,-0.8171,48,0.23464
ENSG00000175110,MRPS22,18,-1.0708,23,-0.6487,17,-1.0828,20,-0.8388,48,1.29395
ENSG00000184432,COPB2,26,-0.5138,14,-1.3944,43,0.28359,23,-0.6429,43,0.69377
ENSG00000114115,RBP1,46,0.07697,25,-0.8626,23,-1.0014,97,1.31597,41,-0.1991
ENSG00000158258,CLSTN2,33,-1.7831,27,-1.9390,159,0.76516,53,-0.9628,131,1.09857
